0.1218:0.06:0.0688
New North Road 2, Hoxton#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Prince Albert Road, The Regent's Park#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Eastbourne Mews, Paddington#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Bunhill Row, Moorgate#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Nevern Place, Earl's Court#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Palace Gardens Terrace, Notting Hill#0.0857#0.0048:0.0:0.0171#3#6.0E-4:0.0:0.0
Concert Hall Approach 1, South Bank#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Tavistock Street, Covent Garden#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Concert Hall Approach 2, South Bank#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Pembridge Villas, Notting Hill#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Wellington Street , Strand#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Risinghill Street, Angel#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Bank of England Museum, Bank#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Craven Street, Strand#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
London Zoo Car Park, The Regent's Park#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Goswell Road (City Uni), Finsbury#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Flood Street, Chelsea#0.0#0.0:0.0:0.0#0#6.0E-4:0.0:0.0
Lower Marsh, Waterloo#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Grosvenor Square, Mayfair#0.0547#0.1014:0.0098:0.0#22#0.0:0.0:0.0
St. George Street, Mayfair#0.05#0.0:0.0098:0.0#1#0.0:0.0:0.0
Queen's Gate, Kensington Gardens#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Macclesfield Rd, St Lukes#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Vauxhall Street, Vauxhall#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Greycoat Street , Westminster#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Northumberland Avenue, Strand#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Oval Way, Vauxhall#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
South Kensington Station, South Kensington#0.1282#0.0242:0.0:0.0#5#0.0:6.0E-4:0.0
Howland Street, Fitzrovia#0.0388#0.0145:0.0294:0.0342#10#0.0:0.0:0.0
High Holborn , Covent Garden#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Butler Place, Westminster#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Howick Place, Westminster#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Waterloo Station 2, Waterloo#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Royal College Street, Camden Town#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Lord's, St. John's Wood#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Alfred Place, Bloomsbury#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
City Road, Angel#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Millennium Hotel, Mayfair#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Harrowby Street, Marylebone#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Harriet Street, Knightsbridge#0.0588#0.0:0.0:0.0171#2#0.0:0.0:6.0E-4
Paddington Green, Paddington#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
King Edward Walk, Waterloo#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Sardinia Street, Holborn#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Prince Consort Road, Knightsbridge#0.25#0.0:0.0:0.0427#5#0.0:0.0:0.0
Waterloo Station 1, Waterloo#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Kensington Town Hall, Kensington#0.0#0.0:0.0:0.0#0#0.0:0.0024:0.0
Millbank Tower, Pimlico#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Waterloo Bridge, South Bank#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Natural History Museum, South Kensington#0.4#0.0:0.0:0.0171#2#0.0:0.0:0.0
Turquoise Island, Notting Hill#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Stanhope Gate, Mayfair#0.0645#0.0193:0.0294:0.0085#8#0.0:0.0:0.0
Charlotte Street, Fitzrovia#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Farm Street, Mayfair#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Frith Street, Soho#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Marloes Road, Kensington#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Moor Street, Soho#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Fire Brigade Pier, Vauxhall#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Southampton Street, Strand#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Upper Grosvenor Street, Mayfair#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Buxton Street 1, Shoreditch#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Clifford Street, Mayfair#0.0606#0.0:0.0098:0.0085#2#0.0:0.0:0.0
Imperial College, Knightsbridge#0.3#0.0145:0.0588:0.0256#12#6.0E-4:0.0:0.0
Snow Hill, Farringdon#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Aberdeen Place, St. John's Wood#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Cadogan Gardens, Chelsea#0.0714#0.0:0.0:0.0085#1#0.0:0.0:0.0
Shouldham Street, Marylebone#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Devonshire Terrace, Bayswater#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Holland Park, Kensington#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Brick Lane Market, Shoreditch#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
George Street, Marylebone#0.0437#0.0773:0.0588:0.0598#29#0.0:0.0:0.0
Columbia Road, Shoreditch#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Penfold Street, Marylebone#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
George Place Mews, Marylebone#0.0588#0.0:0.0:0.0085#1#0.0:0.0:0.0
Palace Gate, Kensington Gardens#0.25#0.0048:0.0:0.0#1#0.0:0.0:0.0
Gloucester Road Station, South Kensington#0.25#0.0:0.0:0.0085#1#0.0:0.0:0.0
Speakers' Corner 2, Hyde Park#0.0759#0.0145:0.0196:0.0085#6#0.0:0.0:0.0
Speakers' Corner 1, Hyde Park#0.0663#0.0338:0.0098:0.0256#11#0.0:0.0:0.0
Paddington Green Police Station, Paddington#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Strata, Elephant & Castle#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Edgware Road Station, Marylebone#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Walworth Road, Elephant & Castle#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Cleaver Street, Kennington#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Chelsea Bridge, Pimlico#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Southwark Station 1, Southwark#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Southwark Station 2, Southwark#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Eaton Square (South), Belgravia#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Ebury Bridge, Pimlico#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Harrington Square 2, Camden Town#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Vincent Street, Pimlico#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Cheapside, Bank#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Exhibition Road, Knightsbridge#0.2#0.0097:0.0:0.0#2#0.0:0.0:0.0
South Parade, Chelsea#0.0#0.0:0.0:0.0#0#0.0:0.0:6.0E-4
Crinan Street, King's Cross#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Exhibition Road Museums, South Kensington#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Wren Street, Holborn#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Kennington Station, Kennington#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Red Lion Street, Holborn#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Vauxhall Walk, Vauxhall#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Killick Street, King's Cross#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Kennington Oval, Oval#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Sail Street, Vauxhall#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Walmer Road, Avondale#0.0#0.0:0.0:0.0#0#0.0:0.0:6.0E-4
Philpot Street, Whitechapel#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Bethnal Green Garden, Bethnal Green#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Cheshire Street, Bethnal Green#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
York Hall, Bethnal Green#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Jubilee Crescent, Cubitt Town#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Fisherman's Walk West, Canary Wharf#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Shadwell Station, Shadwell#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Jubilee Street, Stepney#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Hermitage Court, Wapping#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
St. Katharine's Way, Tower#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Garnet Street, Shadwell#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Napier Avenue, Millwall#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
East Ferry Road, Cubitt Town#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Parkway, Camden Town#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Castlehaven Road, Camden Town#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Wapping Lane, Wapping#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Gunmakers Lane, Old Ford#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Burdett Road, Mile End#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Aston Street, Stepney#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Bonny Street, Camden Town#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Thurtle Road, Haggerston#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
St. Mary & St. Michael Church, Stepney#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Pitfield Street North,Hoxton#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Whiston Road, Haggerston#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Southern Grove, Bow#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Cantrell Road, Bow#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Lindfield Street, Poplar#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Mostyn Grove, Bow#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Hewison Street, Old Ford#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Malmesbury Road, Bow#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Millharbour, Millwall#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Castalia Square, Cubitt Town#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Lightermans Road, Millwall#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Stebondale Street, Cubitt Town#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Spindrift Avenue, Millwall#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Pott Street, Bethnal Green#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Flamborough Street, Limehouse#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Saunders Ness Road, Cubitt Town#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Thornfield House, Poplar#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Albert Gardens, Stepney#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Bromley High Street, Bow#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Old Ford Road, Bethnal Green#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Granby Street, Shoreditch#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Canton Street, Poplar#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Reardon Street, Wapping#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Christian Street, Whitechapel#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Pennington Street, Wapping#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
South Quay East, Canary Wharf#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Devons Road, Bow#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Bow Road Station, Bow#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Furze Green, Bow#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Cephas Street, Bethnal Green#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
St. John's Park, Cubitt Town#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Ackroyd Drive, Bow#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Bell Lane, Liverpool Street#0.0238#0.0:0.0:0.0085#1#0.0:0.0:0.0
Clarkson Street, Bethnal Green#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Fournier Street, Whitechapel#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Fore Street, Guildhall#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Westferry DLR, Limehouse#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Sutton Street, Shadwell#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Pritchard's Road, Bethnal Green#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Watney Market, Stepney#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Portman Square, Marylebone#0.0588#0.0:0.0098:0.0#1#0.0:0.0:0.0
Russell Gardens, Olympia#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Chrisp Street Market, Poplar#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Ford Road, Old Ford#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Antill Road, Mile End#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Teviot Street, Poplar#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Bancroft Road, Bethnal Green#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Driffield Road, Old Ford#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Clinton Road, Mile End#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Langdon Park, Poplar#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Lancaster Gate , Bayswater#0.0#0.0:0.0:0.0#0#0.0041:0.0:6.0E-4
Lancaster Drive, Blackwall#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Hansard Mews, Holland Park#0.0556#0.0048:0.0:0.0#1#0.0:0.0:0.0
Clarges Street, Mayfair#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Manresa Road, Chelsea#0.0714#0.0048:0.0:0.0#1#0.0:0.0:0.0
Newby Place, Poplar#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Twig Folly Bridge, Mile End#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Jubilee Plaza, Canary Wharf#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Wellington Row, Bethnal Green#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Goldsmith's Row, Haggerston#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Gloucester Avenue, Camden Town#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Queensbridge Road, Haggerston#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Old Montague Street, Whitechapel#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Naval Row, Blackwall#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Hoxton Station, Hoxton#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Albany Street, The Regent's Park#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Green Park Station, Mayfair#0.0494#0.0386:0.0098:0.0256#12#0.0:0.0:0.0
Salmon Lane, Limehouse#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Lansdowne Walk, Ladbroke Grove#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Percival Street, Finsbury#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Arlington Road, Camden Town#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
New Fetter Lane, Holborn#0.0345#0.0048:0.0:0.0#1#0.0:0.0:0.0
East India DLR, Blackwall#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Westminster Bridge Road, Elephant & Castle#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Gaywood  Street, Elephant & Castle#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Harford Street, Mile End#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Montgomery Square, Canary Wharf#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Watney Street, Shadwell#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Regent's Row , Haggerston #0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Aberfeldy Street, Poplar#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Westfield Eastern Access Road, Shepherd's Bush#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Heron Quays DLR, Canary Wharf#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
King Edward Street, St Pauls#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Page Street, Westminster#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Abbotsbury Road, Holland Park#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Ladbroke Grove Central, Ladbroke Grove#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Rectory Square, Stepney#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Bury Place, Holborn#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Preston's Road, Cubitt Town#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Somerset House, Strand#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Selby Street, Whitechapel#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Westfield Ariel Way, White City#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Bishop's Bridge Road West, Bayswater#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Pitfield Street Central, Hoxton#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Upper Bank Street, Canary Wharf#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Westfield Southern Terrace ,Shepherd's Bush#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Greenland Road, Camden Town#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Limerston Street, West Chelsea#0.1333#0.0:0.0:0.0342#4#6.0E-4:0.0:0.0
Eagle Wharf Road, Hoxton#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Alpha Grove, Millwall#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Globe Town Market, Bethnal Green#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Hollybush Gardens, Bethnal Green#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Queen Street 2, Bank#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Doddington Grove, Kennington#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
New Cavendish Street, Marylebone#0.0323#0.0:0.0098:0.0#1#0.0:0.0:0.0
Abingdon Green, Westminster#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Ilchester Gardens, Bayswater#0.1111#0.0:0.0098:0.0#1#0.0:0.0:0.0
Mudchute DLR, Cubitt Town#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Monument Street, Monument#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Hoxton Street, Hoxton#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Drayton Gardens, West Chelsea#0.1765#0.0338:0.0196:0.0256#12#0.0:0.0:0.0
Greenberry Street, St.John's Wood#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Westfield Library Corner, Shepherd's Bush#0.0548#0.0193:0.0:0.0#4#0.0:0.0:0.0
Bishop's Bridge Road East, Bayswater#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Northdown Street, King's Cross#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Kingsway Southbound, Strand#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Hammersmith Road, Hammersmith#0.0769#0.0:0.0:0.0085#1#0.0:0.0:0.0
Parson's Green , Parson's Green#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Fulham Park Road, Fulham#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Southerton Road, Hammersmith#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Manbre Road, Hammersmith#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
South Lambeth Road, Vauxhall#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
BBC White City, White City#0.0435#0.0193:0.0:0.0#4#0.0:0.0:0.0
Union Grove, Wandsworth Road#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Caldwell Street, Stockwell#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
St Martins Close, Camden Town#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Seymour Place, Marylebone#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Addison Road, Holland Park#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Putney Bridge Station, Fulham#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Colet Gardens, Hammersmith#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Sugden Road, Clapham#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Danvers Street, West Chelsea#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Princedale Road , Holland Park#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Wandsworth Rd, Isley Court, Wandsworth Road#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Woodstock Grove, Shepherd's Bush#0.0655#0.0725:0.0392:0.0#19#0.0:0.0:0.0
Bradmead, Battersea Park#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Finlay Street, Fulham#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Aintree Street, Fulham#0.0#0.0:0.0:0.0#0#6.0E-4:0.0:0.0024
Elysium Place, Fulham#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Eel Brook Common, Walham Green#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Irene Road, Parsons Green#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Surrey Lane, Battersea#0.0833#0.0048:0.0:0.0#1#6.0E-4:0.0:0.0
Wandsworth Town Station, Wandsworth#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Lansdowne Road, Ladbroke Grove#0.0#0.0:0.0:0.0#0#0.0024:0.0:0.0
Nantes Close, Clapham Junction#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Courland Grove, Wandsworth Road#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Queen's Circus, Battersea Park#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Normand Park, West Kensington#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Holden Street, Battersea#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
William Morris Way, Sands End#0.0#0.0:0.0:0.0#0#0.0:6.0E-4:0.0
Morie Street, Wandsworth#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Clarence Walk, Stockwell#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Battersea Park Road, Nine Elms#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Sheepcote Lane, Battersea#0.0#0.0:0.0:0.0#0#6.0E-4:0.0:0.0
Vereker Road North, West Kensington#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Brook Green South, Brook Green#0.0879#0.0048:0.0:0.0598#8#0.0:0.0:0.0
Greyhound Road, Hammersmith#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
South Park, Sands End#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Spencer Park, Wandsworth Common#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Falcon Road, Clapham Junction#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Coomer Place, West Kensington#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Silverthorne Road, Battersea#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Archbishop's Park, Waterloo#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Fawcett Close, Clapham Junction#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
All Saints' Road, Portobello#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Rainville Road, Hammersmith#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Great Suffolk Street, The Borough#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Buckingham Gate, Westminster#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Richmond Way, Shepherd's Bush#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Peterborough Road, Sands End#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
World's End Place, West Chelsea#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
St. Mark's Road, North Kensington#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Thorndike Close, West Chelsea#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Evesham Street, Avondale#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Simpson Street, Clapham Junction#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Ashmole Estate, Oval#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Crabtree Lane, Fulham#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Broomhouse Lane, Parsons Green#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Blythe Road West, Shepherd's Bush#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Ethelburga Estate, Battersea Park#0.0#0.0:0.0:0.0#0#6.0E-4:0.0:0.0
Grant Road West, Clapham Junction#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
West Kensington Station, West Kensington#0.0#0.0:0.0:0.0#0#0.0:0.0:6.0E-4
All Saints Church, Portobello#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Phene Street, Chelsea#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Clarendon Road, Avondale#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Austin Road, Battersea Park#0.0#0.0:0.0:0.0#0#0.0106:0.0024:0.0059
Smugglers Way, Wandsworth#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Olympia Way, Olympia#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Shepherd's Bush Road North, Shepherd's Bush#0.0617#0.0386:0.0098:0.0085#10#0.0:0.0:0.0
